x,y,t,v,l,c
23.369694,60.929833,1440,0,0.0,45
23.37633317531337,60.93124645214509,1441,0,0.0,45
23.38297235062674,60.93265990429018,1442,0,0.0,45
23.38961152594011,60.93407335643527,1443,0,0.0,45
23.396250701253482,60.935486808580364,1444,0,0.0,45
23.402889876566853,60.93690026072545,1445,0,0.0,45
23.409529051880224,60.938313712870546,1446,0,0.0,45
23.416168227193594,60.93972716501563,1447,0,0.0,45
23.422807402506965,60.94114061716073,1448,0,0.0,45
23.429446577820336,60.942554069305814,1449,0,0.0,45
23.436085753133707,60.94396752145091,1450,0,0.0,45
23.442724928447078,60.945380973595995,1451,0,0.0,45
23.44936410376045,60.94679442574109,1452,0,0.0,45
23.45600327907382,60.948207877886176,1453,0,0.0,45
23.46264245438719,60.94962133003127,1454,0,0.0,45
23.46928162970056,60.95103478217636,1455,0,0.0,45
23.47592080501393,60.95244823432145,1456,0,0.0,45
23.482559980327302,60.95386168646654,1457,0,0.0,45
23.489199155640673,60.95527513861163,1458,0,0.0,45
23.490496007885216,60.95555123293064,1459,0,45.0,45
23.490496007885216,60.95555123293064,1460,0,45.0,45
23.490496007885216,60.95555123293064,1461,0,45.0,45
23.490496007885216,60.95555123293064,1462,0,45.0,45
23.490496007885216,60.95555123293064,1463,0,45.0,45
23.490496007885216,60.95555123293064,1464,0,45.0,45
23.490496007885216,60.95555123293064,1465,0,45.0,45
23.490496007885216,60.95555123293064,1466,0,45.0,45
23.490496007885216,60.95555123293064,1467,0,45.0,45
23.490496007885216,60.95555123293064,1468,0,45.0,45
23.490496007885216,60.95555123293064,1469,0,45.0,45
23.490496007885216,60.95555123293064,1470,0,45.0,45
23.490496007885216,60.95555123293064,1471,0,45.0,45
23.490496007885216,60.95555123293064,1472,0,45.0,45
23.490496007885216,60.95555123293064,1473,0,45.0,45
23.490496007885216,60.95555123293064,1474,0,45.0,45
23.490496007885216,60.95555123293064,1475,0,45.0,45
23.490496007885216,60.95555123293064,1476,0,45.0,45
23.490496007885216,60.95555123293064,1477,0,45.0,45
23.490496007885216,60.95555123293064,1478,0,45.0,45
23.490496007885216,60.95555123293064,1479,0,45.0,45
23.490496007885216,60.95555123293064,1480,0,45.0,45
23.490496007885216,60.95555123293064,1481,0,45.0,45
23.490496007885216,60.95555123293064,1482,0,45.0,45
23.490496007885216,60.95555123293064,1483,0,45.0,45
23.490496007885216,60.95555123293064,1484,0,45.0,45
23.490496007885216,60.95555123293064,1485,0,45.0,45
23.490496007885216,60.95555123293064,1486,0,45.0,45
23.490496007885216,60.95555123293064,1487,0,45.0,45
23.490496007885216,60.95555123293064,1488,0,45.0,45
23.490496007885216,60.95555123293064,1489,0,45.0,45
23.490496007885216,60.95555123293064,1490,0,45.0,45
23.490496007885216,60.95555123293064,1491,0,45.0,45
23.490496007885216,60.95555123293064,1492,0,45.0,45
23.490496007885216,60.95555123293064,1493,0,45.0,45
23.490496007885216,60.95555123293064,1494,0,45.0,45
23.490496007885216,60.95555123293064,1495,0,45.0,45
23.490496007885216,60.95555123293064,1496,0,45.0,45
23.490496007885216,60.95555123293064,1497,0,45.0,45
23.490496007885216,60.95555123293064,1498,0,45.0,45
23.490496007885216,60.95555123293064,1499,0,45.0,45
23.490496007885216,60.95555123293064,1500,0,45.0,45
23.490496007885216,60.95555123293064,1501,0,45.0,45
23.490496007885216,60.95555123293064,1502,0,45.0,45
23.490496007885216,60.95555123293064,1503,0,45.0,45
23.490496007885216,60.95555123293064,1504,0,45.0,45
23.490496007885216,60.95555123293064,1505,0,45.0,45
23.490496007885216,60.95555123293064,1506,0,45.0,45
23.490496007885216,60.95555123293064,1507,0,45.0,45
23.490496007885216,60.95555123293064,1508,0,45.0,45
23.490496007885216,60.95555123293064,1509,0,45.0,45
23.490496007885216,60.95555123293064,1510,0,45.0,45
23.490496007885216,60.95555123293064,1511,0,45.0,45
23.490496007885216,60.95555123293064,1512,0,45.0,45
23.490496007885216,60.95555123293064,1513,0,45.0,45
23.485153684816392,60.95441387510456,1514,0,45.0,45
23.47851450950302,60.95300042295946,1515,0,45.0,45
23.47187533418965,60.951586970814375,1516,0,45.0,45
23.46523615887628,60.95017351866928,1517,0,45.0,45
23.45859698356291,60.948760066524194,1518,0,45.0,45
23.45195780824954,60.9473466143791,1519,0,45.0,45
23.445318632936168,60.94593316223401,1520,0,45.0,45
23.438679457622797,60.94451971008892,1521,0,45.0,45
23.432040282309426,60.94310625794383,1522,0,45.0,45
23.425401106996055,60.94169280579874,1523,0,45.0,45
23.418761931682685,60.94027935365365,1524,0,45.0,45
23.412122756369314,60.938865901508564,1525,0,45.0,45
23.405483581055943,60.93745244936347,1526,0,45.0,45
23.398844405742572,60.93603899721838,1527,0,45.0,45
23.3922052304292,60.93462554507329,1528,0,45.0,45
23.38556605511583,60.9332120929282,1529,0,45.0,45
23.37892687980246,60.93179864078311,1530,0,45.0,45
23.37228770448909,60.93038518863802,1531,0,45.0,45
23.369694,60.929833,1440,1,0.0,45
23.37124030079917,60.92374004529622,1441,1,0.0,45
23.37278660159834,60.917647090592446,1442,1,0.0,45
23.374332902397512,60.911554135888665,1443,1,0.0,45
23.375879203196682,60.90546118118488,1444,1,0.0,45
23.377425503995852,60.89936822648111,1445,1,0.0,45
23.37897180479502,60.89327527177733,1446,1,0.0,45
23.380518105594195,60.887182317073545,1447,1,0.0,45
23.382064406393365,60.88108936236977,1448,1,0.0,45
23.383610707192535,60.87499640766599,1449,1,0.0,45
23.385157007991705,60.86890345296221,1450,1,0.0,45
23.386703308790878,60.86281049825843,1451,1,0.0,45
23.388249609590048,60.85671754355465,1452,1,0.0,45
23.389795910389218,60.85062458885087,1453,1,0.0,45
23.391342211188388,60.844531634147096,1454,1,0.0,45
23.392888511987557,60.838438679443314,1455,1,0.0,45
23.39443481278673,60.83234572473953,1456,1,0.0,45
23.3959811135859,60.82625277003576,1457,1,0.0,45
23.39752741438507,60.82015981533198,1458,1,0.0,45
23.39907371518424,60.814066860628195,1459,1,0.0,45
23.400620015983414,60.80797390592441,1460,1,0.0,45
23.402166316782584,60.80188095122064,1461,1,0.0,45
23.403712617581753,60.79578799651686,1462,1,0.0,45
23.405258918380923,60.789695041813076,1463,1,0.0,45
23.406805219180097,60.7836020871093,1464,1,0.0,45
23.408351519979266,60.77750913240552,1465,1,0.0,45
23.409897820778436,60.77141617770174,1466,1,0.0,45
23.411444121577606,60.765323222997964,1467,1,0.0,45
23.41299042237678,60.75923026829418,1468,1,0.0,45
23.41453672317595,60.7531373135904,1469,1,0.0,45
23.41608302397512,60.747044358886626,1470,1,0.0,45
23.41762932477429,60.740951404182844,1471,1,0.0,45
23.41917562557346,60.73485844947906,1472,1,0.0,45
23.420721926372632,60.72876549477529,1473,1,0.0,45
23.422268227171802,60.72267254007151,1474,1,0.0,45
23.423814527970972,60.716579585367725,1475,1,0.0,45
23.425360828770142,60.71048663066395,1476,1,0.0,45
23.426907129569315,60.70439367596017,1477,1,0.0,45
23.428453430368485,60.69830072125639,1478,1,0.0,45
23.429999731167655,60.69220776655261,1479,1,0.0,45
23.431083172594274,60.68793863629016,1480,1,45.0,45
23.431083172594274,60.68793863629016,1481,1,45.0,45
23.431083172594274,60.68793863629016,1482,1,45.0,45
23.431083172594274,60.68793863629016,1483,1,45.0,45
23.431083172594274,60.68793863629016,1484,1,45.0,45
23.431083172594274,60.68793863629016,1485,1,45.0,45
23.431083172594274,60.68793863629016,1486,1,45.0,45
23.431083172594274,60.68793863629016,1487,1,45.0,45
23.431083172594274,60.68793863629016,1488,1,45.0,45
23.431083172594274,60.68793863629016,1489,1,45.0,45
23.431083172594274,60.68793863629016,1490,1,45.0,45
23.431083172594274,60.68793863629016,1491,1,45.0,45
23.431083172594274,60.68793863629016,1492,1,45.0,45
23.431083172594274,60.68793863629016,1493,1,45.0,45
23.431083172594274,60.68793863629016,1494,1,45.0,45
23.431083172594274,60.68793863629016,1495,1,45.0,45
23.431083172594274,60.68793863629016,1496,1,45.0,45
23.431083172594274,60.68793863629016,1497,1,45.0,45
23.431083172594274,60.68793863629016,1498,1,45.0,45
23.431083172594274,60.68793863629016,1499,1,45.0,45
23.431083172594274,60.68793863629016,1500,1,45.0,45
23.431083172594274,60.68793863629016,1501,1,45.0,45
23.431083172594274,60.68793863629016,1502,1,45.0,45
23.431083172594274,60.68793863629016,1503,1,45.0,45
23.431083172594274,60.68793863629016,1504,1,45.0,45
23.431083172594274,60.68793863629016,1505,1,45.0,45
23.431083172594274,60.68793863629016,1506,1,45.0,45
23.431083172594274,60.68793863629016,1507,1,45.0,45
23.431083172594274,60.68793863629016,1508,1,45.0,45
23.431083172594274,60.68793863629016,1509,1,45.0,45
23.431083172594274,60.68793863629016,1510,1,45.0,45
23.431083172594274,60.68793863629016,1511,1,45.0,45
23.431083172594274,60.68793863629016,1512,1,45.0,45
23.431083172594274,60.68793863629016,1513,1,45.0,45
23.431083172594274,60.68793863629016,1514,1,45.0,45
23.431083172594274,60.68793863629016,1515,1,45.0,45
23.431083172594274,60.68793863629016,1516,1,45.0,45
23.431083172594274,60.68793863629016,1517,1,45.0,45
23.431083172594274,60.68793863629016,1518,1,45.0,45
23.431083172594274,60.68793863629016,1519,1,45.0,45
23.431083172594274,60.68793863629016,1520,1,45.0,45
23.431083172594274,60.68793863629016,1521,1,45.0,45
23.431083172594274,60.68793863629016,1522,1,45.0,45
23.431083172594274,60.68793863629016,1523,1,45.0,45
23.431083172594274,60.68793863629016,1524,1,45.0,45
23.431083172594274,60.68793863629016,1525,1,45.0,45
23.431083172594274,60.68793863629016,1526,1,45.0,45
23.431083172594274,60.68793863629016,1527,1,45.0,45
23.431083172594274,60.68793863629016,1528,1,45.0,45
23.431083172594274,60.68793863629016,1529,1,45.0,45
23.431083172594274,60.68793863629016,1530,1,45.0,45
23.431083172594274,60.68793863629016,1531,1,45.0,45
23.431083172594274,60.68793863629016,1532,1,45.0,45
23.431083172594274,60.68793863629016,1533,1,45.0,45
23.431083172594274,60.68793863629016,1534,1,45.0,45
23.430619647718594,60.689765083041735,1535,1,45.0,45
23.429071123635026,60.695866798247444,1536,1,45.0,45
23.427522599551455,60.701968513453146,1537,1,45.0,45
23.425974075467888,60.70807022865885,1538,1,45.0,45
23.42442555138432,60.71417194386455,1539,1,45.0,45
23.422877027300753,60.72027365907025,1540,1,45.0,45
23.421328503217186,60.72637537427596,1541,1,45.0,45
23.419779979133615,60.73247708948166,1542,1,45.0,45
23.418231455050048,60.738578804687364,1543,1,45.0,45
23.41668293096648,60.744680519893066,1544,1,45.0,45
23.415134406882913,60.75078223509877,1545,1,45.0,45
23.413585882799346,60.75688395030448,1546,1,45.0,45
23.412037358715775,60.76298566551018,1547,1,45.0,45
23.410488834632208,60.76908738071588,1548,1,45.0,45
23.40894031054864,60.77518909592158,1549,1,45.0,45
23.407391786465073,60.78129081112729,1550,1,45.0,45
23.405843262381506,60.787392526332994,1551,1,45.0,45
23.40429473829794,60.793494241538696,1552,1,45.0,45
23.402746214214368,60.7995959567444,1553,1,45.0,45
23.4011976901308,60.8056976719501,1554,1,45.0,45
23.399649166047233,60.81179938715581,1555,1,45.0,45
23.398100641963666,60.81790110236151,1556,1,45.0,45
23.3965521178801,60.82400281756721,1557,1,45.0,45
23.395003593796527,60.830104532772914,1558,1,45.0,45
23.39345506971296,60.83620624797862,1559,1,45.0,45
23.391906545629393,60.842307963184325,1560,1,45.0,45
23.390358021545826,60.84840967839003,1561,1,45.0,45
23.38880949746226,60.85451139359573,1562,1,45.0,45
23.387260973378687,60.86061310880143,1563,1,45.0,45
23.38571244929512,60.86671482400714,1564,1,45.0,45
23.384163925211553,60.87281653921284,1565,1,45.0,45
23.382615401127985,60.878918254418544,1566,1,45.0,45
23.381066877044418,60.885019969624246,1567,1,45.0,45
23.379518352960847,60.891121684829955,1568,1,45.0,45
23.37796982887728,60.89722340003566,1569,1,45.0,45
